,host_response_rate,host_listings_count,accommodates,latitude,longitude,guests_included,bathrooms,bedrooms,cleaning_fee,minimum_nights,maximum_nights,total_amenities_count,host_is_superhost,host_response_time,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,price
152,100,9,6,47.61272381,-122.3301746,1,1.0,2,135.0,3,1125,37,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,178.9389583333334
153,90,2,1,47.61586471,-122.3496153,1,1.0,1,0.0,1,3,15,False,within a day,False,Downtown,Condominium,Shared room,Real Bed,False,flexible,84.55885416666665
154,100,1,2,47.64063126,-122.36278590000002,1,1.0,1,0.0,2,31,25,True,within an hour,False,Queen Anne,Guesthouse,Private room,Pull-out Sofa,False,moderate,88.0978125
155,100,1,3,47.63583017,-122.37190259999998,2,1.0,1,15.0,2,30,46,False,within a few hours,False,Queen Anne,Apartment,Private room,Real Bed,False,strict_14_with_grace_period,96.50895833333338
156,100,1,2,47.65976264,-122.3464058,1,1.0,1,40.0,2,7,28,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,moderate,96.63031250000009
157,99,152,2,47.61319485,-122.32124850000001,1,1.0,1,75.0,3,1125,12,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,160.9236458333333
158,100,1,2,47.63728158,-122.27986409999998,1,1.0,0,0.0,2,60,11,False,within an hour,False,Capitol Hill,Guest suite,Entire home/apt,Real Bed,False,moderate,101.41864583333334
159,100,3,5,47.69310154,-122.30863070000001,2,1.0,1,40.0,1,30,45,True,within an hour,True,Northgate,Apartment,Entire home/apt,Real Bed,True,moderate,109.94072916666669
160,100,1,5,47.51480281,-122.3916877,1,1.0,2,90.0,1,1125,34,False,within an hour,False,West Seattle,Apartment,Entire home/apt,Real Bed,True,moderate,118.59656250000003
161,99,81,6,47.60638535,-122.33849740000002,6,2.0,2,145.0,1,365,20,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,super_strict_30,292.14093750000006
162,96,13,6,47.63953708,-122.32917409999999,1,2.0,2,175.0,3,1125,24,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,244.73760416666687
163,100,1,2,47.50417858,-122.26257199999999,1,1.0,1,15.0,2,30,33,True,within an hour,False,Rainier Valley,House,Private room,Real Bed,False,flexible,59.630416666666676
164,100,1,3,47.57327928,-122.3079906,1,1.0,0,40.0,1,15,35,False,within an hour,True,Beacon Hill,Cottage,Entire home/apt,Real Bed,False,strict_14_with_grace_period,105.70312500000004
165,100,1,1,47.62301912,-122.3242747,1,1.0,0,0.0,1,1125,17,False,within an hour,False,Capitol Hill,Loft,Entire home/apt,Real Bed,False,flexible,118.0827083333333
166,100,3,16,47.6256981,-122.32095359999998,11,2.5,6,479.0,3,1124,38,True,within a few hours,False,Capitol Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,615.856041666667
167,100,42,4,47.61556993,-122.3485928,1,1.0,1,95.0,2,180,21,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,157.71635416666663
168,100,5,4,47.61998017,-122.30502460000001,4,1.0,1,75.0,1,20,29,True,within an hour,False,Capitol Hill,House,Entire home/apt,Real Bed,False,moderate,151.87552083333333
169,100,3,4,47.61613159,-122.3474325,2,1.0,0,65.0,2,1125,22,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,131.68541666666673
170,100,1,2,47.59490156,-122.28745790000002,1,1.0,1,99.0,30,1125,25,True,within a day,True,Central Area,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,111.9289583333333
171,100,1,4,47.65340435,-122.32953149999999,1,1.0,2,90.0,3,60,47,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,147.31197916666662
172,20,1,2,47.63918909,-122.32005190000001,1,1.0,0,57.0,7,14,27,False,a few days or more,False,Capitol Hill,Apartment,Private room,Real Bed,True,strict_14_with_grace_period,90.63364583333333
173,98,20,7,47.64598961,-122.351941,1,2.0,4,164.0,2,28,26,False,within an hour,False,Queen Anne,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,337.10958333333326
174,100,1,3,47.60416625,-122.2956713,2,1.0,0,35.0,1,1125,40,True,within an hour,False,Central Area,Guesthouse,Entire home/apt,Real Bed,True,moderate,106.87760416666671
175,100,13,4,47.53752328,-122.3551193,2,1.0,0,60.0,1,80,22,False,within an hour,True,Delridge,House,Entire home/apt,Real Bed,True,flexible,92.60354166666667
176,100,2,2,47.65283364,-122.32996840000001,1,1.0,1,35.0,1,14,20,False,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,97.1715625
177,100,1,4,47.67177196,-122.28735290000002,2,1.0,2,100.0,2,1125,25,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,141.78489583333325
178,95,3,12,47.64533431,-122.36884369999999,10,3.5,5,245.0,2,100,44,True,within an hour,True,Queen Anne,House,Entire home/apt,Real Bed,True,moderate,435.3149999999998
179,100,7,2,47.67511522,-122.3536376,2,1.0,1,45.0,1,95,26,True,within an hour,False,Other neighborhoods,House,Private room,Real Bed,True,strict_14_with_grace_period,38.968124999999986
180,67,1,4,47.58143232,-122.312238,4,1.0,1,40.0,2,7,22,True,within a few hours,True,Beacon Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,122.91291666666667
181,100,123,2,47.66420714,-122.3112101,1,1.0,1,20.0,1,21,12,False,within an hour,False,University District,House,Private room,Real Bed,True,strict_14_with_grace_period,62.53864583333331
182,100,1,2,47.61692936,-122.34741029999999,1,1.5,1,100.0,2,1125,37,True,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,False,flexible,150.68156249999998
183,100,2,2,47.61327536,-122.29760619999999,1,1.0,1,60.0,1,1125,20,True,within an hour,False,Central Area,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,112.81302083333333
184,100,1,4,47.65950837,-122.3511963,1,1.0,1,45.0,1,30,42,True,within an hour,True,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,True,moderate,110.22416666666659
185,100,2,2,47.66765063,-122.31948009999999,1,1.0,1,0.0,2,60,36,True,within an hour,True,University District,House,Private room,Real Bed,True,moderate,69.943125
186,100,2,4,47.66913508,-122.2772503,1,3.5,3,100.0,5,1125,24,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,233.84822916666664
187,100,2,2,47.620698100000006,-122.317811,1,1.0,1,0.0,1,28,21,True,within an hour,True,Capitol Hill,Apartment,Private room,Real Bed,False,moderate,89.44458333333333
188,99,521,3,47.61848651,-122.3384571,2,1.0,1,89.0,2,1125,25,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,235.68385416666652
189,100,1,8,47.52233717,-122.38465670000001,1,2.0,4,150.0,2,1125,26,False,within a few hours,True,West Seattle,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,318.0433333333334
190,100,1,2,47.63420383,-122.2801132,2,1.0,1,35.0,2,90,36,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,110.60593750000004
191,100,3,4,47.70219898,-122.34544059999999,2,1.0,0,35.0,1,14,15,True,within an hour,True,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,107.1584375
192,0,4,2,47.52153643,-122.3905568,2,1.0,1,0.0,2,1125,23,True,a few days or more,True,West Seattle,Bed and breakfast,Private room,Real Bed,False,flexible,76.14666666666668
193,100,2,8,47.67160272,-122.2935998,7,2.5,4,120.0,2,1125,34,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,246.16833333333335
194,100,123,2,47.62466211,-122.33148200000001,1,1.0,0,50.0,1,21,11,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,87.30374999999975
195,100,1,2,47.65162142,-122.3850743,1,1.0,1,15.0,1,30,31,True,within an hour,False,Magnolia,Townhouse,Private room,Real Bed,True,moderate,66.91062500000001
196,100,4,2,47.66155454,-122.3241699,1,2.0,2,0.0,2,7,8,True,within an hour,True,Other neighborhoods,House,Private room,Real Bed,True,flexible,79.92583333333334
197,100,1,5,47.69297254,-122.2834287,1,1.0,2,170.0,2,1125,41,True,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,moderate,150.75833333333335
198,100,1,5,47.67216112,-122.3834689,2,1.0,1,50.0,2,1125,33,True,within an hour,False,Ballard,Apartment,Entire home/apt,Real Bed,False,moderate,111.62864583333344
199,100,21,5,47.63857658,-122.37287759999998,1,2.5,2,99.0,2,21,26,False,within an hour,True,Queen Anne,Townhouse,Entire home/apt,Real Bed,False,moderate,230.51031250000014
200,100,4,10,47.66017227,-122.32359709999999,4,1.5,3,125.0,1,1125,39,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,237.51322916666663
201,99,521,3,47.61780554,-122.3487155,2,1.0,1,89.0,2,1125,25,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,228.57802083333314
202,100,1,6,47.68579279,-122.3476301,1,1.0,2,60.0,1,7,32,False,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,109.04500000000002
203,100,3,2,47.67318649,-122.3733115,1,1.0,1,30.0,3,90,24,False,within an hour,True,Ballard,Townhouse,Private room,Real Bed,False,moderate,64.25145833333335
204,100,1,3,47.62257201,-122.3023125,2,1.0,0,40.0,1,90,26,False,within an hour,True,Capitol Hill,Guest suite,Entire home/apt,Real Bed,True,moderate,100.7166666666667
205,98,61,8,47.65756612,-122.3492091,2,1.0,3,225.0,1,29,37,False,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,261.8501041666667
206,100,131,2,47.62874979,-122.34103490000001,1,1.0,1,75.0,2,1125,39,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,101.72697916666674
207,100,13,2,47.61450095,-122.3232121,2,1.0,1,100.0,2,60,23,True,within an hour,False,Capitol Hill,Loft,Entire home/apt,Real Bed,True,flexible,116.23520833333333
208,100,12,2,47.66957268,-122.338251,1,1.0,1,25.0,1,1125,51,True,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,101.3520833333333
209,100,1,4,47.56277186,-122.27285400000001,2,1.0,1,50.0,3,1125,47,True,within an hour,True,Seward Park,Apartment,Entire home/apt,Real Bed,True,moderate,114.29906249999993
210,100,2,4,47.57327056,-122.41460579999999,2,1.0,1,64.0,2,1125,55,True,within an hour,True,West Seattle,House,Entire home/apt,Real Bed,True,moderate,122.56677083333328
211,100,2,5,47.677027100000004,-122.3917716,1,1.5,2,150.0,3,28,43,True,within an hour,True,Ballard,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,195.16718750000007
212,100,1,4,47.63602143,-122.3007949,2,1.0,1,0.0,1,14,33,True,within an hour,True,Capitol Hill,House,Private room,Real Bed,False,flexible,82.53177083333335
213,100,3,2,47.63713057,-122.3027138,1,2.0,1,15.0,3,30,33,True,within an hour,True,Capitol Hill,House,Private room,Real Bed,True,moderate,71.9484375
214,100,1,2,47.65538991,-122.3725207,1,1.0,1,0.0,1,90,19,False,within an hour,True,Queen Anne,Condominium,Private room,Real Bed,False,flexible,103.85802083333336
215,100,1,4,47.55093591,-122.2862176,4,2.0,2,50.0,2,14,31,False,within an hour,False,Rainier Valley,House,Entire home/apt,Real Bed,True,moderate,174.05083333333332
216,100,1,4,47.71101334,-122.2834746,2,1.0,1,60.0,2,60,48,True,within an hour,False,Lake City,Guest suite,Entire home/apt,Real Bed,False,moderate,98.80041666666669
217,100,1,2,47.58638315,-122.3832091,2,1.0,1,25.0,1,1125,19,True,within an hour,True,West Seattle,House,Private room,Real Bed,False,flexible,80.35343749999997
218,90,1,3,47.67814366,-122.3937554,2,1.0,1,50.0,3,150,52,False,within a day,True,Ballard,Guesthouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,117.42781250000002
219,100,1,4,47.66022131,-122.35065890000001,4,1.0,2,50.0,2,1125,58,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,133.9575
220,100,1,2,47.66365087,-122.3809831,1,1.0,1,0.0,1,3,19,False,within a few hours,False,Ballard,Boat,Private room,Real Bed,False,flexible,81.08239583333334
221,100,2,5,47.65707082,-122.31426019999999,2,1.0,0,25.0,1,1125,13,False,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,107.17270833333329
222,100,7,3,47.62079048,-122.35615990000002,1,1.0,1,100.0,1,89,30,False,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,True,moderate,144.3348958333335
223,96,3,4,47.63218012,-122.35931629999999,2,1.0,1,60.0,1,1125,21,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,moderate,138.22708333333335
224,100,2,2,47.59376002,-122.2958674,2,1.0,1,25.0,1,5,22,True,within an hour,False,Central Area,Townhouse,Private room,Real Bed,False,moderate,70.58083333333333
225,100,2,4,47.65046388,-122.3334057,1,2.0,2,159.0,3,31,26,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,195.23531249999988
226,86,3,1,47.69463633,-122.3368871,1,0.0,1,60.0,7,1125,45,False,within an hour,False,Northgate,House,Private room,Real Bed,False,flexible,54.80427083333334
227,100,5,4,47.60764018,-122.32709820000001,4,1.0,1,85.0,1,1125,32,True,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,150.4796875
228,100,2,2,47.61719488,-122.2977699,1,1.0,1,20.0,2,30,31,True,within an hour,False,Central Area,Apartment,Entire home/apt,Real Bed,True,flexible,81.44843749999993
229,100,1,2,47.72686274,-122.30453929999999,1,1.0,1,0.0,1,1125,14,False,within an hour,False,Lake City,House,Private room,Real Bed,True,flexible,127.66166666666669
230,100,1,2,47.68554795,-122.35142140000002,1,1.0,1,30.0,2,1125,17,False,within an hour,True,Other neighborhoods,House,Private room,Real Bed,True,strict_14_with_grace_period,63.91135416666664
231,100,1,4,47.62659131,-122.32675559999998,1,1.0,1,50.0,2,30,33,True,within a few hours,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,moderate,128.79
232,100,2,5,47.65674358,-122.35979329999999,1,1.0,2,60.0,4,31,15,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,flexible,140.7725
233,100,1,2,47.6840862,-122.37762250000002,1,1.0,0,50.0,3,60,32,True,within an hour,False,Ballard,Guest suite,Entire home/apt,Real Bed,False,moderate,94.79114583333326
234,100,1,12,47.64470479,-122.35433229999998,2,2.5,5,175.0,2,1125,25,True,within an hour,False,Queen Anne,House,Entire home/apt,Real Bed,False,moderate,385.9927083333334
235,100,1,2,47.62186374,-122.2956086,1,1.0,1,50.0,3,1123,23,True,within an hour,True,Central Area,Guest suite,Entire home/apt,Real Bed,True,flexible,102.06072916666665
236,100,40,2,47.6238574,-122.31663259999999,1,1.0,1,0.0,1,1125,24,False,within an hour,False,Capitol Hill,Aparthotel,Private room,Real Bed,True,moderate,59.09739583333333
237,99,152,2,47.61296182,-122.3456798,1,1.0,1,75.0,2,1125,17,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,165.97885416666676
238,100,5,7,47.52486237,-122.34807849999999,4,1.0,2,80.0,1,2,46,False,within an hour,False,Delridge,Guesthouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,180.74572916666656
239,99,521,5,47.61765015,-122.34880940000001,4,2.0,2,129.0,2,1125,25,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,315.5961458333335
240,100,3,2,47.62476195,-122.3175844,1,1.0,1,45.0,2,1125,29,False,within an hour,False,Capitol Hill,Guest suite,Entire home/apt,Real Bed,True,moderate,108.03062500000001
241,100,2,5,47.57241562,-122.4113148,5,2.5,2,255.0,2,14,28,False,within a day,True,West Seattle,Townhouse,Entire home/apt,Real Bed,False,moderate,248.71437500000008
242,100,4,2,47.6203539,-122.31702609999999,2,1.0,1,30.0,1,1125,18,True,within a few hours,True,Capitol Hill,Guest suite,Entire home/apt,Real Bed,False,moderate,105.97510416666663
243,100,1,2,47.65898192,-122.3522756,1,1.0,0,50.0,3,1125,30,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,111.14562500000011
244,100,1,3,47.66056383,-122.40186399999999,1,1.0,1,0.0,3,1125,23,True,within a few hours,True,Magnolia,Cottage,Entire home/apt,Real Bed,False,flexible,108.53583333333336
245,100,13,2,47.61786117,-122.3540697,2,1.0,1,100.0,3,60,43,True,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,True,flexible,156.9495833333335
246,75,1,2,47.67807032,-122.37815060000001,1,1.0,0,0.0,2,5,17,False,within a day,False,Ballard,Apartment,Entire home/apt,Real Bed,True,moderate,94.91739583333334
247,100,8,6,47.52174779,-122.27337320000001,4,2.0,3,120.0,2,29,36,True,within an hour,False,Rainier Valley,House,Entire home/apt,Real Bed,False,moderate,229.0040625
248,25,1,2,47.61776137,-122.32273799999999,2,1.0,0,0.0,28,1125,12,False,a few days or more,False,Capitol Hill,Apartment,Entire home/apt,Airbed,False,moderate,118.18416666666668
249,100,1,4,47.67079303,-122.2730465,1,2.0,3,200.0,7,365,43,True,within a few hours,False,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,241.32302083333346
250,100,156,6,47.51498912,-122.378099,6,2.0,3,283.0,2,1125,21,False,within an hour,False,West Seattle,House,Entire home/apt,Real Bed,True,super_strict_30,219.79354166666667
251,100,3,6,47.60737504,-122.2987037,2,1.0,1,120.0,5,1000,20,False,within an hour,True,Central Area,Townhouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,159.04500000000002
252,100,3,7,47.69270616,-122.3586918,3,1.0,2,50.0,2,1125,21,False,within a few hours,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,flexible,137.12614583333337
253,99,81,8,47.57388665,-122.41141259999999,8,2.0,3,215.0,1,365,22,False,within an hour,False,West Seattle,House,Entire home/apt,Real Bed,True,super_strict_30,276.75812499999984
254,100,4,2,47.60024956,-122.32601869999999,2,1.0,0,50.0,3,1125,21,False,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,143.26020833333325
255,100,2,6,47.56378448,-122.28178100000001,4,3.0,3,75.0,4,20,25,True,within an hour,True,Rainier Valley,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,222.28406250000003
256,99,521,3,47.60008624,-122.33612279999998,2,1.0,1,89.0,2,1125,25,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,194.83416666666668
257,100,2,4,47.69091934,-122.27377209999999,2,1.5,2,50.0,2,30,43,False,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,flexible,117.24666666666658
